,Date,Action,Company,Target,Broker,Company Symbol,Price at Announcement,Updated Price
8271,"May 02, 2018",Buy,UPL,851, HDFC Securities,UPL.NS,488.9330139160156,733.3995208740234
8273,"May 02, 2018",Buy,UPL,988, Edelweiss,UPL.NS,488.9330139160156,733.3995208740234
8274,"May 02, 2018",Buy,Supreme Industries,1540, ICICI Direct,SUPREMEIND.NS,1415.449951171875,1415.449951171875
8275,"May 02, 2018",Buy,Reliance Capital,660, ICICI Direct,RELCAPITAL.NS,420.20001220703125,420.20001220703125
8276,"May 02, 2018",Buy,Syngene International,735, ICICI Direct,SYNGENE.NS,310.6499938964844,310.6499938964844
8277,"May 02, 2018",Buy,Axis Bank,600, ICICI Direct,AXISBANK.NS,523.75,523.75
8278,"May 02, 2018",Buy,Petronet LNG,317, Motilal Oswal,PETRONET.NS,225.8999938964844,225.8999938964844
8279,"May 02, 2018",Buy,Axis Bank,585, Prabhudas Lilladher,AXISBANK.NS,523.75,523.75
8280,"May 02, 2018",Accumulate,Supreme Industries,1441, Dolat Capital,SUPREMEIND.NS,1415.449951171875,1415.449951171875
8281,"May 02, 2018",Accumulate,UPL,880, Dolat Capital,UPL.NS,488.9330139160156,733.3995208740234
8282,"May 02, 2018",Hold,Axis Bank,520, Centrum,AXISBANK.NS,523.75,523.75
8285,"April 30, 2018",Buy,Reliance Home Finance,100, Chola Securities,RHFL.NS,62.5,62.5
8286,"April 30, 2018",Accumulate,Coromandel International,559, Dolat Capital,COROMANDEL.NS,475.5,475.5
8288,"April 30, 2018",Buy,Supreme Industries,1500, Sharekhan,SUPREMEIND.NS,1385.5999755859375,1385.5999755859375
8289,"April 30, 2018",Buy,Yes Bank,415, Sharekhan,YESBANK.NS,362.0,362.0
8290,"April 30, 2018",Accumulate,Yes Bank,409, KR Choksey,YESBANK.NS,362.0,362.0
8291,"April 30, 2018",Hold,Yes Bank,375, ICICI Direct,YESBANK.NS,362.0,362.0
8292,"April 30, 2018",Buy,Yes Bank,438, Prabhudas Lilladher,YESBANK.NS,362.0,362.0
8293,"April 30, 2018",Buy,SBI Life Insurance,860, Prabhudas Lilladher,SBILIFE.NS,743.0999755859375,743.0999755859375
8294,"April 30, 2018",Buy,SBI Life Insurance,810, HDFC Securities,SBILIFE.NS,743.0999755859375,743.0999755859375
8295,"April 27, 2018",Buy,UltraTech Cement,4980, Centrum,ULTRACEMCO.NS,4062.35009765625,4062.35009765625
8297,"April 27, 2018",Buy,LIC Housing Finance,636, HDFC Securities,LICHSGFIN.NS,542.3499755859375,542.3499755859375
8298,"April 27, 2018",Buy,LIC Housing Finance,620, Sharekhan,LICHSGFIN.NS,542.3499755859375,542.3499755859375
8299,"April 27, 2018",Buy,Bharti Airtel,520, Sharekhan,BHARTIARTL.NS,375.30499267578125,375.30499267578125
8300,"April 27, 2018",Buy,UltraTech Cement,4750, Sharekhan,ULTRACEMCO.NS,4062.35009765625,4062.35009765625
8302,"April 27, 2018",Buy,UltraTech Cement,5000, ICICI Direct,ULTRACEMCO.NS,4062.35009765625,4062.35009765625
8303,"April 27, 2018",Buy,Wipro,315, ICICI Direct,WIPRO.NS,207.11300659179688,276.1506754557292
8304,"April 27, 2018",Buy,Zensar Technologies,1350, HDFC Securities,ZENSARTECH.NS,251.7700042724609,251.7700042724609
8306,"April 27, 2018",Hold,Axis Bank,535, Edelweiss,AXISBANK.NS,539.2000122070311,539.2000122070311
8307,"April 27, 2018",Buy,Shriram City Union Finance,2746, Edelweiss,SHRIRAMCIT.NS,2395.14990234375,2395.14990234375
8308,"April 27, 2018",Buy,Zensar Technologies,1350, HDFC Securities,ZENSARTECH.NS,251.7700042724609,251.7700042724609
8310,"April 27, 2018",Hold,Axis Bank,535, Edelweiss,AXISBANK.NS,539.2000122070311,539.2000122070311
8311,"April 27, 2018",Buy,Shriram City Union Finance,2746, Edelweiss,SHRIRAMCIT.NS,2395.14990234375,2395.14990234375
8312,"April 27, 2018",Buy,Supreme Industries,1361, Edelweiss,SUPREMEIND.NS,1336.8499755859375,1336.8499755859375
8313,"April 27, 2018",Buy,Yes Bank,453, Edelweiss,YESBANK.NS,348.8999938964844,348.8999938964844
8314,"April 27, 2018",Buy,Mahindra CIE Automotive,280, Geojit,MAHINDCIE.NS,247.75,247.75
8316,"April 26, 2018",Hold,Oberoi Realty,550, ICICI Direct,OBEROIRLTY.NS,550.75,550.75
8317,"April 26, 2018",Buy,Kewal Kiran Clothing,1775, ICICI Direct,KKCL.NS,1545.699951171875,1545.699951171875
8318,"April 26, 2018",Buy,Bharti Airtel,487, HDFC Securities,BHARTIARTL.NS,375.718994140625,375.718994140625
8319,"April 26, 2018",Buy,Oberoi Realty,654, Motilal Oswal,OBEROIRLTY.NS,550.75,550.75
8320,"April 26, 2018",Buy,Bharti Airtel,581, Motilal Oswal,BHARTIARTL.NS,375.718994140625,375.718994140625
8322,"April 26, 2018",Buy,Zensar Technologies,1280, Prabhudas Lilladher,ZENSARTECH.NS,246.08999633789062,246.08999633789062
8324,"April 26, 2018",Buy,LIC Housing Finance,640, Cholamandalam Securities,LICHSGFIN.NS,545.1500244140625,545.1500244140625
8325,"April 26, 2018",Buy,Persistent Systems,825, ICICI Direct,PERSISTENT.NS,775.0499877929688,775.0499877929688
8327,"April 26, 2018",Buy,Persistent Systems,1084, KR Choksey,PERSISTENT.NS,775.0499877929688,775.0499877929688
8328,"April 26, 2018",Buy,Swaraj Engines,2476, HDFC Securities,SWARAJENG.NS,2086.60009765625,2086.60009765625
8329,"April 26, 2018",Buy,KNR Constructions,403, Dolat Capital,KNRCON.NS,157.875,157.875
8330,"April 26, 2018",Accumulate,KNR Constructions,348, Kotak Securities,KNRCON.NS,157.875,157.875
8331,"April 26, 2018",Accumulate,IDFC Bank,55, Prabhudas Lilladher,IDFCFIRSTB.NS,47.20000076293945,47.20000076293945
8332,"April 26, 2018",Sell,Wipro,260, Dolat Capital,WIPRO.NS,211.01300048828125,281.3506673177083
8333,"April 26, 2018",Buy,Bharti Airtel,480, ICICI Direct,BHARTIARTL.NS,375.718994140625,375.718994140625
8336,"April 25, 2018",Buy,Delta Corp,327, Motilal Oswal,DELTACORP.NS,270.79998779296875,270.79998779296875
8337,"April 25, 2018",Buy,Persistent Systems,860, Motilal Oswal,PERSISTENT.NS,768.4500122070312,768.4500122070312
8338,"April 25, 2018",Buy,Larsen & Toubro,1650, Motilal Oswal,LTI.NS,1724.699951171875,1724.699951171875
8339,"April 25, 2018",Buy,Swaraj Engines,2402, Centrum,SWARAJENG.NS,2080.300048828125,2080.300048828125
8340,"April 25, 2018",Buy,Persistent Systems,840, HDFC Securities,PERSISTENT.NS,768.4500122070312,768.4500122070312
8341,"April 25, 2018",Buy,ICICI Prudential Life Insurance,520, Prabhudas Lilladher,ICICIPRULI.NS,438.3500061035156,438.3500061035156
8343,"April 25, 2018",Hold,Kewal Kiran Clothing,1770, Sharekhan,KKCL.NS,1572.3499755859375,1572.3499755859375
8344,"April 25, 2018",Buy,ICICI Prudential Life,515, HDFC Securities,ICICIPRULI.NS,438.3500061035156,438.3500061035156
8345,"April 25, 2018",Buy,Persistent Systems,820, Sharekhan,PERSISTENT.NS,768.4500122070312,768.4500122070312
8346,"April 25, 2018",Buy,Ashok Leyland,180, ICICI Direct,ASHOKLEY.NS,164.1999969482422,164.1999969482422
8348,"April 24, 2018",Buy,Infosys,1330, Motilal Oswal,INFY.NS,577.25,1154.5
8349,"April 24, 2018",Buy,Bharat Electronics,185, Edelweiss,BEL.NS,135.80000305175778,135.80000305175778
8350,"April 24, 2018",Hold,Infosys,1180, ICICI Direct,INFY.NS,577.25,1154.5
8351,"April 24, 2018",Buy,Central Depository Services,415, HDFC Securities,CDSL.NS,290.54998779296875,290.54998779296875
8352,"April 24, 2018",Buy,Music Broadcast,450, ICICI Direct,RADIOCITY.NS,77.55999755859375,484.74998474121094
8353,"April 24, 2018",Buy,HDFC Bank,2500, JM Financial,HDFCBANK.NS,967.5,1935.0
8354,"April 24, 2018",Buy,HDFC Bank,2300, ICICI Direct,HDFCBANK.NS,967.5,1935.0
8355,"April 24, 2018",Buy,HDFC Bank,2346, KR Choksey,HDFCBANK.NS,967.5,1935.0
8356,"April 24, 2018",Buy,RBL Bank,573, HDFC Securities,RBLBANK.NS,511.6499938964844,511.6499938964844
8357,"April 24, 2018",Buy,Subros,384, HDFC Securities,SUBROS.NS,329.6000061035156,329.6000061035156
8358,"April 24, 2018",Buy,Central Depository Services,430, JM Financial,CDSL.NS,290.54998779296875,290.54998779296875
8359,"April 24, 2018",Buy,LIC Housing Finance,630, JM Financial,LICHSGFIN.NS,544.25,544.25
8360,"April 24, 2018",Buy,HDFC Bank,2300, Sharekhan,HDFCBANK.NS,967.5,1935.0
8361,"April 24, 2018",Accumulate,LIC Housing Finance,649, Prabhudas Lilladher,LICHSGFIN.NS,544.25,544.25
8363,"April 23, 2018",Buy,Ashok Leyland,175, Edelweiss,ASHOKLEY.NS,159.4499969482422,159.4499969482422
8364,"April 23, 2018",Buy,HDFC Bank,2454, Edelweiss,HDFCBANK.NS,967.875,1935.75
8365,"April 23, 2018",Buy,Indiabulls Housing Finance,1600, Edelweiss,IBULHSGFIN.NS,1321.0999755859375,1321.0999755859375
8366,"April 23, 2018",Hold,CRISIL,1825, Edelweiss,CRISIL.NS,1958.800048828125,1958.800048828125
8367,"April 23, 2018",Buy,HDFC Bank,2400, Motilal Oswal,HDFCBANK.NS,967.875,1935.75
8368,"April 23, 2018",Hold,CRISIL,1825, Edelweiss,CRISIL.NS,1958.800048828125,1958.800048828125
8369,"April 23, 2018",Buy,HDFC Bank,2400, Motilal Oswal,HDFCBANK.NS,967.875,1935.75
8370,"April 23, 2018",Buy,Cyient,755, HDFC Securities,CYIENT.NS,717.25,717.25
8371,"April 23, 2018",Buy,IndusInd Bank,1966, HDFC Securities,INDUSINDBK.NS,1874.4000244140625,1874.4000244140625
8372,"April 23, 2018",Accumulate,TCS,3357, KR Choksey,TCS.NS,1704.3199462890625,1704.3199462890625
8373,"April 23, 2018",Buy,Infosys,1300, JM Financial,INFY.NS,593.8499755859375,1187.699951171875
8374,"April 23, 2018",Buy,IndusInd Bank,2050, ICICI Direct,INDUSINDBK.NS,1874.4000244140625,1874.4000244140625
8375,"April 23, 2018",Buy,Cyient,780, ICICI Direct,CYIENT.NS,717.25,717.25
8376,"April 23, 2018",Buy,Indiabulls Housing Finance,1650, Motilal Oswal,IBULHSGFIN.NS,1321.0999755859375,1321.0999755859375
8377,"April 23, 2018",Buy,Mahindra CIE,298, Motilal Oswal,MAHINDCIE.NS,237.3000030517578,237.3000030517578
8378,"April 23, 2018",Buy,Mahindra CIE Automotive,280, ICICI Direct,MAHINDCIE.NS,237.3000030517578,237.3000030517578
8379,"April 23, 2018",Buy,HDFC Bank,2251, Prabhudas Lilladher,HDFCBANK.NS,967.875,1935.75
8380,"April 23, 2018",Accumulate,IndusInd Bank,2033, KRChoksey,INDUSINDBK.NS,1874.4000244140625,1874.4000244140625
8382,"April 20, 2018",Hold,Tata Consultancy Services,3321, Edelweiss,TCS.NS,1701.219970703125,1701.219970703125
8384,"April 20, 2018",Hold,Tata Consultancy Services,3260, ICICI Direct,TCS.NS,1701.219970703125,1701.219970703125
8385,"April 20, 2018",Buy,Tata Consultancy Services,3500, Sharekhan,TCS.NS,1701.219970703125,1701.219970703125
8386,"April 20, 2018",Buy,ACC,1920, Reliance Securities,ACC.NS,1561.6500244140625,1561.6500244140625
8387,"April 20, 2018",Accumulate,Tata Consultancy Services,3380, Prabhudas Lilladher,TCS.NS,1701.219970703125,1701.219970703125
8388,"April 20, 2018",Accumulate,Tata Consultancy Services,3380, Prabhudas Lilladher,TCS.NS,1701.219970703125,1701.219970703125
8390,"April 20, 2018",Buy,Titan Company,1090, ICICI Direct,TITAN.NS,956.5499877929688,956.5499877929688
8391,"April 20, 2018",Buy,IndusInd Bank,2075, Prabhudas Lilladher,INDUSINDBK.NS,1812.8499755859373,1812.8499755859373
8392,"April 20, 2018",Buy,IndusInd Bank,2020, Edelweiss,INDUSINDBK.NS,1812.8499755859373,1812.8499755859373
8393,"April 20, 2018",Buy,Cyient,785, Edelweiss,CYIENT.NS,710.1500244140625,710.1500244140625
8395,"April 19, 2018",Buy,Cummins India,862, Kotak Securities,CUMMINSIND.NS,736.7000122070312,736.7000122070312
8396,"April 19, 2018",Buy,Phoenix Mills,732, Motilal Oswal,PHOENIXLTD.NS,626.7000122070312,626.7000122070312
8397,"April 19, 2018",Hold,MindTree,830, ICICI Direct,MINDTREE.NS,897.5999755859375,897.5999755859375
8398,"April 19, 2018",Buy,Vedanta,375, ICICI Direct,VEDL.NS,311.70001220703125,311.70001220703125
8399,"April 19, 2018",Buy,ACC,1900, ICICI Direct,ACC.NS,1571.3499755859375,1571.3499755859375
8400,"April 19, 2018",Buy,MindTree,1000, Motilal Oswal,MINDTREE.NS,897.5999755859375,897.5999755859375
8401,"April 19, 2018",Buy,Jamna Auto Industries,112, KR Choksey,JAMNAAUTO.NS,94.3499984741211,94.3499984741211
8402,"April 19, 2018",Buy,Coromandel International,673, Edelweiss,COROMANDEL.NS,527.4500122070311,527.4500122070311
8404,"April 19, 2018",Buy,Schaeffler India,5851, Edelweiss,SCHAEFFLER.NS,5298.35009765625,5298.35009765625
8408,"April 19, 2018",Buy,Archies,60, Equity99,ARCHIES.NS,43.349998474121094,43.349998474121094
8410,"April 18, 2018",Hold,DCB Bank,227, Arihant Capital,DCBBANK.NS,197.0,197.0
8411,"April 18, 2018",Buy,Future Supply Chain Solutions,862, Edelweiss,FSC.NS,678.7999877929688,678.7999877929688
8412,"April 18, 2018",Buy,Vedanta,425, Edelweiss,VEDL.NS,291.1000061035156,291.1000061035156
8413,"April 18, 2018",Buy,Orient Refractories,201, CD Equisearch,ORIENTREF.NS,163.39999389648438,163.39999389648438
8415,"April 17, 2018",Buy,DCB Bank,215, ICICI Direct,DCBBANK.NS,202.3000030517578,202.3000030517578
8416,"April 17, 2018",Buy,Parag Milk Foods,333, Angel Broking,PARAGMILK.NS,262.0,262.0
8417,"April 17, 2018",Hold,DCB Bank,207, Edelweiss,DCBBANK.NS,202.3000030517578,202.3000030517578
8418,"April 17, 2018",Buy,DCB Bank,216, HDFC Securities,DCBBANK.NS,202.3000030517578,202.3000030517578
8419,"April 17, 2018",Buy,DCB Bank,247, Reliance Securities,DCBBANK.NS,202.3000030517578,202.3000030517578
8421,"April 16, 2018",Hold,Infosys,1110, ICICI Direct,INFY.NS,566.5999755859375,1133.199951171875
8422,"April 16, 2018",Sell,Infosys,1150, Dolat Capital,INFY.NS,566.5999755859375,1133.199951171875
8423,"April 16, 2018",Buy,Sanofi India,6000, Dolat Capital,SANOFI.NS,5069.7998046875,5069.7998046875
8424,"April 16, 2018",Accumulate,Kaya,1032, Dolat Capital,KAYA.NS,980.0,980.0
8425,"April 16, 2018",Buy,Infosys,1169, Prabhudas Lilladher,INFY.NS,566.5999755859375,1133.199951171875
8426,"April 16, 2018",Buy,Karda Construction,260, Khambatta Securities,KARDA.NS,185.3999938964844,185.3999938964844
8427,"April 16, 2018",Buy,Infosys,1290, Reliance Securities,INFY.NS,566.5999755859375,1133.199951171875
8428,"April 16, 2018",Accumulate,Kaya,1032, Dolat Capital,KAYA.NS,980.0,980.0
8429,"April 16, 2018",Buy,Infosys,1169, Prabhudas Lilladher,INFY.NS,566.5999755859375,1133.199951171875
8430,"April 16, 2018",Buy,Karda Construction,260, Khambatta Securities,KARDA.NS,185.3999938964844,185.3999938964844
8431,"April 16, 2018",Buy,Infosys,1290, Reliance Securities,INFY.NS,566.5999755859375,1133.199951171875
8432,"April 16, 2018",Buy,Infosys,1419, Edelweiss,INFY.NS,566.5999755859375,1133.199951171875
8433,"April 16, 2018",Hold,Infosys,1184, KR Choksey,INFY.NS,566.5999755859375,1133.199951171875
8434,"April 16, 2018",Buy,GMR Infrastructure,40, Equity99,GMRINFRA.NS,20.25,20.25
8436,"April 13, 2018",Buy,Genus Power Infrastructure,79, Kotak Securities,GENUSPOWER.NS,56.04999923706055,56.04999923706055
8437,"April 13, 2018",Buy,AIA Engineering,1788, Edelweiss,AIAENG.NS,1420.1500244140625,1420.1500244140625
8438,"April 13, 2018",Buy,VST Industries,3900, ICICI Direct,VSTIND.NS,3109.14990234375,3109.14990234375
8441,"April 12, 2018",Buy,Bajaj Electricals,720, ICICI Direct,BAJAJELEC.NS,603.625,603.625
8443,"April 11, 2018",Buy,Ashok Leyland,179, Motilal Oswal,ASHOKLEY.NS,144.8000030517578,144.8000030517578
8444,"April 11, 2018",Buy,NHPC,36, Motilal Oswal,NHPC.NS,28.20000076293945,28.20000076293945
8445,"April 11, 2018",Buy,Bhansali Engineering Polymers,255, Hem Securities,BEPL.NS,216.0,216.0
8447,"April 11, 2018",Buy,Future Consumer,77, Edelweiss,FCONSUMER.NS,58.6500015258789,58.6500015258789
8448,"April 11, 2018",Buy,MOIL,260, Kotak Securities,MOIL.NS,208.8000030517578,208.8000030517578
8449,"April 11, 2018",Accumulate,Aurobindo Pharma,728, Arihant Capital,AUROPHARMA.NS,617.6500244140625,617.6500244140625
8451,"April 10, 2018",Buy,Kansai Nerolac Paints,600, Kotak Securities,KANSAINER.NS,489.95001220703125,489.95001220703125
8452,"April 10, 2018",Buy,Swaraj Engines,2500, ICICI Direct,SWARAJENG.NS,2025.199951171875,2025.199951171875
8453,"April 10, 2018",Buy,Shriram Transport Finance,1925, Motilal Oswal,SRTRANSFIN.NS,1561.050048828125,1561.050048828125
8455,"April 09, 2018",Buy,Cyient,807, GEPL Capital,CYIENT.NS,632.2999877929688,632.2999877929688
8456,"April 09, 2018",Buy,Power Grid,287, Motilal Oswal,POWERGRID.NS,195.8500061035156,195.8500061035156
8457,"April 09, 2018",Buy,Zee Entertainment Enterprises,680, Sharekhan,ZEEL.NS,571.7999877929688,571.7999877929688
8458,"April 09, 2018",Buy,Petronet LNG,320, Sharekhan,PETRONET.NS,239.25,239.25
8459,"April 09, 2018",Buy,Cochin Shipyard,625, Geojit,COCHINSHIP.NS,528.9000244140625,528.9000244140625
8460,"April 09, 2018",Buy,Symphony,2150, HDFC Securities,SYMPHONY.NS,1795.0,1795.0
8461,"April 09, 2018",Buy,Coal India,350, JM Financial,COALINDIA.NS,274.45001220703125,274.45001220703125
8462,"April 09, 2018",Hold,Container Corporation,1400, JM Financial,CONCOR.NS,504.7799987792969,504.7799987792969
8463,"April 09, 2018",Buy,Natco Pharma,908, Geojit,NATCOPHARM.NS,779.5,779.5
8464,"April 09, 2018",Hold,Motherson Sumi,375, ICICI Direct,MOTHERSUMI.NS,230.8329925537109,346.24948883056635
8465,"April 09, 2018",Buy,Finolex Cables,800, Edelweiss,FINCABLES.NS,699.7000122070312,699.7000122070312
8467,"April 05, 2018",Buy,TVS Motor,782, Bonanza,TVSMOTOR.NS,649.0999755859375,649.0999755859375
8469,"April 05, 2018",Buy,Yes Bank,360, Sharekhan,YESBANK.NS,313.04998779296875,313.04998779296875
8470,"April 04, 2018",Buy,IRB Infrastructure Developers,270, Sharekhan,IRB.NS,234.8000030517578,234.8000030517578
8471,"April 04, 2018",Buy,RBL Bank,650, Axis Direct,RBLBANK.NS,489.1499938964844,489.1499938964844
8472,"April 04, 2018",Accumulate,Motherson Sumi,348, Kotak Securities,MOTHERSUMI.NS,222.13299560546875,333.1994934082031
8473,"April 03, 2018",Buy,Ajanta Pharma,1500, Arihant Capital,AJANTPHARM.NS,1400.3499755859375,1400.3499755859375
8474,"April 03, 2018",Accumulate,Motherson Sumi,406, Prabhudas Lilladher,MOTHERSUMI.NS,221.56700134277344,332.35050201416016
8478,"April 02, 2018",Buy,Motherson Sumi,375, Edelweiss,MOTHERSUMI.NS,215.6000061035156,323.4000091552734
8479,"April 02, 2018",Buy,Motherson Sumi,437, Motilal Oswal,MOTHERSUMI.NS,215.6000061035156,323.4000091552734
8480,"April 02, 2018",Buy,Shilpa Medicare,686, Motilal Oswal,SHILPAMED.NS,465.20001220703125,465.20001220703125
8482,"April 02, 2018",Buy,Vedanta,425, Edelweiss,VEDL.NS,282.29998779296875,282.29998779296875
8483,"April 02, 2018",Hold,Colgate Palmolive,1200, Edelweiss,COLPAL.NS,1057.199951171875,1057.199951171875
8484,"April 02, 2018",Buy,Bharat Electronics,180, Sharekhan,BEL.NS,144.75,144.75
8485,"April 02, 2018",Buy,Persistent Systems,800, Sharekhan,PERSISTENT.NS,687.25,687.25
8486,"April 02, 2018",Hold,ICICI Bank,295, Sharekhan,ICICIBANK.NS,261.85000610351557,261.85000610351557
8488,"March 28, 2018",Buy,Delta Corp,332, Motilal Oswal,DELTACORP.NS,250.25,250.25
8490,"March 28, 2018",Accumulate,Mayur Uniquoters,561, CD Equisearch,MAYURUNIQ.NS,474.7999877929688,474.7999877929688
8491,"March 28, 2018",Buy,Marico,373, Edelweiss,MARICO.NS,326.04998779296875,326.04998779296875
8492,"March 28, 2018",Buy,Bodal Chemicals,150, ICICI Direct,BODALCHEM.NS,120.5999984741211,120.5999984741211
8493,"March 28, 2018",Buy,Persistent Systems,790, ICICI Direct,PERSISTENT.NS,694.0499877929688,694.0499877929688
8494,"March 28, 2018",Buy,Infosys,1345, Axis Direct,INFY.NS,565.9000244140625,1131.800048828125
8497,"March 27, 2018",Buy,Engineers India,204, Kotak Securities,ENGINERSIN.NS,159.25,159.25
8499,"March 27, 2018",Buy,Tejas Networks,530, Edelweiss,TEJASNET.NS,368.1499938964844,368.1499938964844
8500,"March 27, 2018",Buy,Persistent Systems,1014, Edelweiss,PERSISTENT.NS,784.0999755859375,784.0999755859375
8502,"March 26, 2018",Buy,Persistent Systems,920, Reliance Securities,PERSISTENT.NS,779.0499877929688,779.0499877929688
8503,"March 26, 2018",Buy,Power Finance Corporation,97, Geojit,PFC.NS,86.94999694824219,86.94999694824219
8505,"March 23, 2018",Buy,Sun Pharmaceutical Industries,633, KR Choksey,SUNPHARMA.NS,502.3999938964844,502.3999938964844
8508,"March 21, 2018",Buy,Transport Corporation,340, ICICI Direct,TCI.NS,264.95001220703125,264.95001220703125
8509,"March 21, 2018",Buy,Talbros Automotive Components,389, Kotak Securities,TALBROAUTO.NS,273.54998779296875,273.54998779296875
8510,"March 20, 2018",Buy,Central Depository Services,425, HDFC Securities,CDSL.NS,283.3999938964844,283.3999938964844
8511,"March 20, 2018",Buy,Dilip Buildcon,1423, Dolat Capital,DBL.NS,964.6500244140624,964.6500244140624
8512,"March 20, 2018",Buy,Gujarat State Petronet,240, Edelweiss,GSPL.NS,177.6999969482422,177.6999969482422
8513,"March 20, 2018",Buy,State Bank of India,341, Prabhudas Lilladher,SBIN.NS,249.1000061035156,249.1000061035156
8514,"March 20, 2018",Buy,Gujarat State Petronet,200, ICICIdirect,GSPL.NS,177.6999969482422,177.6999969482422
8516,"March 19, 2018",Buy,Rane Holdings Limited,3183, Chola,RANEHOLDIN.NS,2641.35009765625,2641.35009765625
8517,"March 19, 2018",Buy,Mahindra & Mahindra,890, Prabhudas Lilladher,MHRIL.NS,281.95001220703125,281.95001220703125
8518,"March 19, 2018",Buy,InterGlobe Aviation,1481, Axis Direct,INDIGO.NS,1215.800048828125,1215.800048828125
8521,"March 19, 2018",Accumulate,Supreme Industries,1416, CD Equisearch,SUPREMEIND.NS,1201.4000244140625,1201.4000244140625
8522,"March 19, 2018",Buy,Aarti Industries,1455, KRChoksey,AARTIIND.NS,570.5750122070312,570.5750122070312
8523,"March 19, 2018",Buy,Dilip Buildcon,1217, Kotak Securities,DBL.NS,969.0,969.0
8524,"March 19, 2018",Buy,State Bank of India,414, Edelweiss,SBIN.NS,247.9499969482422,247.9499969482422
8525,"March 19, 2018",Buy,H.G. Infra Engineering,375, Reliance Securities,HGINFRA.NS,300.75,300.75
8526,"March 16, 2018",Buy,Hindustan Unilever,1515, Motilal Oswal,HINDUNILVR.NS,1299.1500244140625,1299.1500244140625
8527,"March 15, 2018",Buy,Berger Paints,293, Edelweiss,BERGEPAINT.NS,250.0500030517578,250.0500030517578
